,RollNumber,Name,exam-mid-35,exam-end-50,lab-basic01-20,lab-basic02-20,lab-basic03-20,asgn-basic01-15,asgn-basic02-15,asgn-basic03-15,asgn-basic04-15,oth-quiz01-30,oth-quiz02-30,oth-quiz03-30,fraud,overall,avgExam,avgLab,avgAsgn,avgOth,ChMarks,var,cheatflagged,temp,best,worst,bestExam,worstExam
79,80,0,932.9446064139943,176.0,4375.0,3125.0,10000.0,23703.703703703704,7901.234567901236,11851.851851851852,7901.234567901236,2962.962962962963,1481.4814814814815,1604.9382716049383,3,39.27777777777778,62.0,140.0,173.33333333333334,163.33333333333334,121.77777777777779,941.0824400467255,51.55555555555556,941.1078997355515,80.0,22.0,quiz01,end
80,81,0,1999.1670137442732,672.0,1250.0,1875.0,10000.0,0.0,13827.16049382716,15802.469135802472,13827.16049382716,1358.0246913580243,123.45679012345681,1728.395061728395,4,59.48412698412698,169.71428571428572,105.0,146.66666666666666,86.66666666666666,120.46031746031747,606.8848175633889,26.206349206349188,606.9016287708605,85.71,0.0,mid,basic01
81,82,0,1799.250312369846,144.0,1875.0,8750.0,6250.0,11851.851851851852,23703.703703703704,21728.395061728388,17777.777777777774,1234.567901234568,2345.6790123456794,3333.3333333333335,7,49.84126984126984,95.14285714285714,135.0,253.33333333333331,186.66666666666669,138.93650793650795,498.09790077647233,114.39682539682536,498.1179644707398,90.0,15.0,quiz03,basic01
82,83,0,866.3057059558517,560.0,7500.0,3125.0,7500.0,11851.851851851852,11851.851851851852,1975.308641975309,25679.012345679013,1728.395061728395,1358.0246913580243,740.7407407407408,6,49.06349206349206,107.14285714285714,145.0,173.33333333333334,103.33333333333333,118.4920634920635,870.2718339861198,54.84126984126985,870.2922157395976,86.67,6.67,basic04,basic03
83,84,0,1266.1391087047064,704.0,4375.0,1875.0,2500.0,17777.777777777774,3950.617283950618,21728.395061728388,3950.617283950618,3209.8765432098767,2592.5925925925926,740.7407407407408,6,52.460317460317455,142.28571428571428,70.0,160.0,176.66666666666669,129.65079365079364,625.4697313268741,30.349206349206355,625.4887933541056,88.0,13.33,end,basic04
84,85,0,733.0279050395667,544.0,4375.0,0.0,6875.0,0.0,21728.395061728388,1975.308641975309,13827.16049382716,987.6543209876545,2098.7654320987654,1358.0246913580243,1,41.023809523809526,99.42857142857143,90.0,126.66666666666666,120.0,103.14285714285715,1143.5476534047962,23.523809523809504,1143.5720294930145,73.33,0.0,basic02,basic01
85,86,0,1599.3336109954184,752.0,11875.0,2500.0,5625.0,25679.012345679013,27654.32098765432,11851.851851851852,1975.308641975309,740.7407407407408,1975.308641975309,493.82716049382725,4,65.1984126984127,162.57142857142856,160.0,226.66666666666666,86.66666666666667,136.4126984126984,1009.7062289562286,90.25396825396825,1009.721566752942,95.0,6.67,basic01,basic04
86,87,0,0.0,784.0,7500.0,3750.0,1875.0,0.0,9876.543209876543,0.0,3950.617283950618,1358.0246913580243,2098.7654320987654,2716.0493827160485,2,41.72222222222222,98.0,105.0,46.66666666666667,166.66666666666666,123.22222222222221,589.7410155981586,-76.55555555555554,589.7649836407685,98.0,0.0,end,basic03
87,88,0,1665.972511453561,704.0,6250.0,6875.0,6875.0,15802.469135802472,1975.308641975309,9876.543209876543,17777.777777777774,1111.1111111111109,987.6543209876545,3209.8765432098767,6,64.46825396825398,159.42857142857144,160.0,153.33333333333334,143.33333333333334,154.25396825396828,972.6097024668455,-0.9206349206349387,972.6252139773712,88.0,6.67,end,basic02
88,89,0,1599.3336109954184,752.0,7500.0,4375.0,4375.0,0.0,1975.308641975309,25679.012345679013,19753.086419753086,740.7407407407408,2469.135802469136,2839.5061728395067,3,63.08730158730158,162.57142857142856,130.0,160.0,163.33333333333334,151.96825396825398,1157.9395313681027,8.031746031746025,1157.9553824185493,94.0,0.0,end,basic01
89,90,0,1466.0558100791334,352.0,3750.0,11875.0,1875.0,11851.851851851852,0.0,23703.703703703704,25679.012345679013,740.7407407407408,3333.3333333333335,370.3703703703704,3,49.88095238095238,106.85714285714286,140.0,206.66666666666669,120.0,122.28571428571429,390.97237682951976,84.3809523809524,390.9924245622167,95.0,0.0,basic02,basic02
90,91,0,1199.5002082465642,64.0,6875.0,6250.0,4375.0,5925.925925925926,1975.308641975309,5925.925925925926,17777.777777777774,1358.0246913580243,1975.308641975309,493.82716049382725,4,34.96825396825397,59.42857142857143,140.0,106.66666666666667,103.33333333333333,100.92063492063492,464.7285095856525,5.746031746031747,464.757106952879,60.0,6.67,basic04,basic02
91,92,0,2132.444814660558,272.0,6875.0,7500.0,1875.0,19753.086419753086,19753.086419753086,17777.777777777774,11851.851851851852,2592.5925925925926,2592.5925925925926,3209.8765432098767,6,57.746031746031754,125.42857142857143,130.0,233.33333333333334,226.66666666666669,160.6984126984127,1005.898766577338,72.63492063492063,1005.9160837845948,91.43,15.0,mid,basic03
92,93,0,1799.250312369846,576.0,1250.0,9375.0,10000.0,23703.703703703704,5925.925925925926,3950.617283950618,13827.16049382716,1975.308641975309,0.0,493.82716049382725,4,60.007936507936506,149.14285714285714,165.0,160.0,66.66666666666667,126.93650793650794,1052.586047550333,33.06349206349206,1052.6027120127058,80.0,0.0,basic01,quiz02
93,94,0,133.2778009162849,656.0,10000.0,625.0,5000.0,9876.543209876543,1975.308641975309,23703.703703703704,7901.234567901236,1111.1111111111109,1234.567901234568,3456.79012345679,8,43.317460317460316,87.71428571428571,125.0,146.66666666666666,156.66666666666666,123.12698412698414,1093.4970624613484,23.539682539682516,1093.5201478406082,93.33,5.0,quiz03,basic02
94,95,0,599.7501041232821,608.0,10625.0,6875.0,10625.0,13827.16049382716,1975.308641975309,0.0,15802.469135802472,3580.2469135802476,864.1975308641975,3086.419753086419,5,57.37301587301587,101.71428571428572,225.0,106.66666666666666,203.33333333333331,176.68253968253967,1163.4807084449947,-70.01587301587301,1163.498138241647,96.67,0.0,quiz01,basic03
95,96,0,2199.0837151187006,144.0,4375.0,3750.0,0.0,25679.012345679013,9876.543209876543,13827.16049382716,25679.012345679013,123.45679012345681,123.45679012345681,2345.6790123456794,9,43.23809523809524,112.28571428571429,65.0,253.33333333333331,70.0,82.42857142857143,522.4537037037038,170.90476190476187,522.4768314570077,94.29,0.0,mid,basic03
96,97,0,0.0,560.0,1250.0,3750.0,1875.0,5925.925925925926,0.0,17777.777777777774,11851.851851851852,864.1975308641975,1604.9382716049383,246.91358024691363,2,28.444444444444446,70.0,55.0,120.0,73.33333333333334,66.11111111111111,781.934498041641,53.888888888888886,781.969654291641,70.0,0.0,end,basic02
97,98,0,266.5556018325698,288.0,2500.0,625.0,2500.0,7901.234567901236,21728.395061728388,23703.703703703704,25679.012345679013,2222.2222222222217,1481.4814814814815,864.1975308641975,7,27.134920634920636,47.42857142857143,45.0,266.6666666666667,123.33333333333333,71.92063492063492,901.5243592386449,194.74603174603175,901.5612121196043,86.67,5.0,basic04,basic02
98,99,0,133.2778009162849,32.0,0.0,6250.0,11250.0,21728.395061728388,7901.234567901236,7901.234567901236,21728.395061728388,2222.2222222222217,1851.8518518518513,2098.7654320987654,7,26.984126984126988,9.714285714285715,140.0,200.0,166.66666666666666,105.46031746031747,744.6855631141347,94.53968253968253,744.722621937664,90.0,0.0,basic03,basic01
99,100,0,1932.528113286131,32.0,8125.0,1875.0,8750.0,13827.16049382716,11851.851851851852,17777.777777777774,17777.777777777774,246.91358024691363,2222.2222222222217,493.82716049382725,4,44.547619047619044,86.85714285714286,150.0,206.66666666666666,80.0,105.61904761904763,1207.6307290593006,101.04761904761902,1207.65317694813,82.86,4.0,mid,end
100,101,0,2265.7226155768426,640.0,1875.0,9375.0,5000.0,1975.308641975309,7901.234567901236,0.0,23703.703703703704,1728.395061728395,3580.2469135802476,2469.135802469136,0,67.11904761904762,177.14285714285714,130.0,113.33333333333334,210.0,172.38095238095238,480.949271627843,-59.04761904761904,480.9641705281623,97.14,0.0,mid,basic03
101,102,0,533.1112036651396,544.0,3750.0,6250.0,5625.0,1975.308641975309,11851.851851851852,9876.543209876543,1975.308641975309,617.283950617284,2345.6790123456794,2469.135802469136,0,42.26984126984127,90.85714285714286,125.0,86.66666666666667,146.66666666666669,120.84126984126983,671.9473648045076,-34.17460317460316,671.9710223336101,68.0,6.67,end,basic04
102,103,0,733.0279050395667,240.0,6250.0,625.0,3125.0,0.0,25679.012345679013,17777.777777777774,19753.086419753086,2469.135802469136,1604.9382716049383,1975.308641975309,6,34.13492063492064,61.42857142857143,80.0,213.33333333333337,163.33333333333334,101.58730158730161,917.3658352229781,111.74603174603176,917.3951307356497,86.67,0.0,basic02,basic01
103,104,0,266.5556018325698,160.0,8125.0,0.0,11875.0,1975.308641975309,0.0,1975.308641975309,7901.234567901236,2098.7654320987654,123.45679012345681,864.1975308641975,7,27.634920634920636,31.42857142857143,160.0,40.0,83.33333333333333,91.58730158730158,790.9342403628118,-51.58730158730158,790.9704264627544,95.0,0.0,basic03,basic02
104,105,0,1466.0558100791334,624.0,3125.0,4375.0,7500.0,17777.777777777774,7901.234567901236,21728.395061728388,25679.012345679013,246.91358024691363,2962.962962962963,3580.2469135802476,9,59.492063492063494,140.85714285714286,120.0,246.66666666666669,183.33333333333334,148.06349206349208,1116.9323163608876,98.60317460317461,1116.9491253256688,96.67,6.67,quiz03,quiz01
105,106,0,1932.528113286131,656.0,1250.0,6250.0,7500.0,21728.395061728388,25679.012345679013,3950.617283950618,0.0,370.3703703703704,2962.962962962963,1234.567901234568,0,61.658730158730165,164.85714285714286,120.0,173.33333333333334,123.33333333333334,136.06349206349208,521.7655466226895,37.269841269841265,521.7817649262034,86.67,0.0,basic02,basic04
106,107,0,2065.805914202416,688.0,11250.0,10625.0,5625.0,27654.32098765432,11851.851851851852,9876.543209876543,25679.012345679013,1604.9382716049383,2469.135802469136,2962.962962962963,4,78.3095238095238,174.57142857142856,220.0,253.33333333333331,190.0,194.85714285714286,626.7828626400056,58.47619047619045,626.7956324788624,93.33,33.33,basic01,basic03
107,108,0,1132.8613077884213,576.0,0.0,11250.0,3750.0,17777.777777777774,15802.469135802472,17777.777777777774,7901.234567901236,1358.0246913580243,2962.962962962963,2222.2222222222217,8,53.031746031746025,120.57142857142857,120.0,200.0,176.66666666666666,139.07936507936506,425.9338108980966,60.92063492063494,425.9526675278482,90.0,0.0,basic02,basic01
108,109,0,2199.0837151187006,624.0,3750.0,4375.0,6250.0,7901.234567901236,9876.543209876543,19753.086419753086,15802.469135802472,2469.135802469136,1975.308641975309,1728.395061728395,4,64.62698412698413,172.28571428571428,115.0,180.0,166.66666666666666,151.31746031746033,791.5923864495294,28.68253968253967,791.6078598622765,94.29,26.67,mid,basic01
109,110,0,1199.5002082465642,32.0,8750.0,6250.0,2500.0,17777.777777777774,3950.617283950618,23703.703703703704,25679.012345679013,864.1975308641975,1851.8518518518513,2962.962962962963,4,38.968253968253975,55.42857142857143,140.0,240.0,153.33333333333331,116.25396825396825,1013.6329966329968,123.74603174603175,1013.6586585474571,86.67,4.0,basic04,end
110,111,0,466.47230320699714,176.0,625.0,11250.0,9375.0,11851.851851851852,3950.617283950618,19753.086419753086,27654.32098765432,2222.2222222222217,1358.0246913580243,3209.8765432098767,6,38.94444444444444,42.0,170.0,213.33333333333331,183.33333333333331,131.77777777777777,1017.5244107744111,81.55555555555554,1017.5500883778348,93.33,5.0,basic04,basic01
111,112,0,466.47230320699714,512.0,10625.0,3125.0,1875.0,1975.308641975309,21728.395061728388,25679.012345679013,3950.617283950618,1975.308641975309,493.82716049382725,2962.962962962963,4,42.88888888888889,84.0,125.0,180.00000000000003,146.66666666666669,118.55555555555556,1112.9608156393872,61.44444444444447,1112.9841317015635,86.67,6.67,basic03,basic01
112,113,0,1466.0558100791334,480.0,4375.0,11250.0,0.0,25679.012345679013,3950.617283950618,21728.395061728388,25679.012345679013,3456.79012345679,1481.4814814814815,493.82716049382725,4,54.6031746031746,122.85714285714286,125.0,260.0,146.66666666666666,131.5079365079365,1271.0522057307771,128.4920634920635,1271.0705196842655,93.33,0.0,quiz01,basic03
113,114,0,399.8334027488546,608.0,8750.0,5000.0,625.0,0.0,25679.012345679013,23703.703703703704,13827.16049382716,3580.2469135802476,3580.2469135802476,864.1975308641975,7,47.34126984126984,93.14285714285714,115.0,213.33333333333334,216.66666666666669,141.6031746031746,914.7216896859758,71.73015873015873,914.742812904752,96.67,0.0,quiz02,basic01
114,115,0,2199.0837151187006,304.0,11250.0,3125.0,2500.0,0.0,9876.543209876543,0.0,11851.851851851852,493.82716049382725,864.1975308641975,864.1975308641975,7,50.404761904761905,132.28571428571428,135.0,73.33333333333334,60.0,109.09523809523809,561.2782759568473,-35.761904761904745,561.2981153522181,94.29,0.0,mid,basic03
115,116,0,1932.528113286131,112.0,4375.0,3750.0,2500.0,11851.851851851852,3950.617283950618,15802.469135802472,13827.16049382716,3209.8765432098767,1234.567901234568,1481.4814814814815,2,41.88095238095239,96.85714285714286,85.0,153.33333333333334,160.0,113.95238095238096,1053.0148251219678,39.38095238095238,1053.038702324924,86.67,13.33,quiz01,basic02
116,117,0,199.9167013744273,416.0,2500.0,2500.0,3125.0,27654.32098765432,27654.32098765432,25679.012345679013,9876.543209876543,987.6543209876545,3209.8765432098767,2345.6790123456794,9,35.198412698412696,60.57142857142857,65.0,306.66666666666663,176.66666666666669,100.74603174603175,873.419140383426,205.92063492063488,873.4475507554666,93.33,8.57,basic02,mid
117,118,0,1532.6947105372758,80.0,10000.0,10000.0,5625.0,21728.395061728388,9876.543209876543,9876.543209876543,3950.617283950618,3456.79012345679,1604.9382716049383,370.3703703703704,3,48.15079365079365,75.71428571428571,205.0,153.33333333333334,146.66666666666666,142.46031746031747,926.4875111660828,10.873015873015873,926.5082792557481,93.33,10.0,quiz01,quiz03
118,119,0,2265.7226155768426,128.0,625.0,7500.0,10000.0,25679.012345679013,11851.851851851852,11851.851851851852,9876.543209876543,3456.79012345679,1728.395061728395,1358.0246913580243,1,53.67460317460318,113.14285714285714,145.0,200.00000000000003,176.66666666666666,144.93650793650792,807.037913145056,55.063492063492106,807.0565439302105,97.14,5.0,mid,basic01
119,120,0,2065.805914202416,48.0,3750.0,8125.0,5000.0,19753.086419753086,27654.32098765432,19753.086419753086,21728.395061728388,2098.7654320987654,3456.79012345679,864.1975308641975,7,50.42063492063492,94.57142857142857,135.0,300.0,173.33333333333334,134.30158730158732,324.54208754208753,165.69841269841268,324.5619206917806,93.33,6.0,quiz02,end
120,121,0,1865.8892128279886,624.0,7500.0,8125.0,8125.0,11851.851851851852,9876.543209876543,11851.851851851852,19753.086419753086,864.1975308641975,2098.7654320987654,1604.9382716049383,3,67.11111111111111,158.0,190.0,180.0,123.33333333333334,157.11111111111111,1085.0976430976427,22.888888888888886,1085.1125437598944,80.0,23.33,mid,quiz01
121,122,0,1865.8892128279886,784.0,10000.0,8125.0,9375.0,19753.086419753086,0.0,5925.925925925926,7901.234567901236,1481.4814814814815,2345.6790123456794,0.0,0,72.77777777777777,178.0,220.0,113.33333333333334,103.33333333333334,167.11111111111111,859.1348175633889,-53.77777777777777,859.1485580214041,98.0,0.0,end,quiz03
122,123,0,1332.778009162849,272.0,3750.0,4375.0,11875.0,9876.543209876543,3950.617283950618,5925.925925925926,17777.777777777774,3456.79012345679,3333.3333333333335,1111.1111111111109,9,49.06349206349206,91.14285714285714,160.0,126.66666666666667,213.33333333333331,154.82539682539684,790.1192022263451,-28.158730158730165,790.139583979823,95.0,13.33,basic03,basic02
123,124,0,2065.805914202416,576.0,5000.0,3125.0,11250.0,9876.543209876543,15802.469135802472,1975.308641975309,13827.16049382716,987.6543209876545,2345.6790123456794,3333.3333333333335,7,65.14285714285714,160.57142857142856,155.0,140.0,180.0,165.19047619047618,592.1964371607229,-25.190476190476176,592.2117880379159,90.0,6.67,quiz03,basic03
124,125,0,799.6668054977092,416.0,9375.0,9375.0,5625.0,25679.012345679013,3950.617283950618,11851.851851851852,7901.234567901236,370.3703703703704,1111.1111111111109,1728.395061728395,4,48.12698412698412,86.28571428571428,195.0,166.66666666666666,86.66666666666666,122.65079365079366,605.4947261732976,44.015873015873,605.5155045374137,86.67,10.0,basic01,quiz01
125,126,0,1799.250312369846,64.0,1250.0,3750.0,1875.0,3950.617283950618,9876.543209876543,0.0,13827.16049382716,2592.5925925925926,1358.0246913580243,1728.395061728395,4,34.23015873015873,85.14285714285714,55.0,93.33333333333334,153.33333333333331,97.82539682539682,526.9252216037931,-4.49206349206348,526.9544356079666,77.14,0.0,mid,basic03
126,127,0,999.5835068721366,688.0,10625.0,10625.0,11875.0,9876.543209876543,13827.16049382716,11851.851851851852,23703.703703703704,3333.3333333333335,3209.8765432098767,3086.419753086419,5,72.38095238095238,128.85714285714286,265.0,200.0,260.0,217.95238095238096,1229.525802240088,-17.952380952380963,1229.5396180295618,95.0,33.33,basic03,basic01
127,128,0,1532.6947105372758,112.0,10000.0,625.0,11875.0,7901.234567901236,25679.012345679013,25679.012345679013,5925.925925925926,740.7407407407408,3580.2469135802476,1851.8518518518513,5,48.98412698412699,79.71428571428571,180.0,220.0,166.66666666666669,142.12698412698413,789.070707070707,77.87301587301587,789.0911218471166,96.67,5.0,quiz02,basic02
128,129,0,1399.4169096209912,96.0,3125.0,10000.0,10625.0,3950.617283950618,15802.469135802472,19753.086419753086,21728.395061728388,1358.0246913580243,1604.9382716049383,123.45679012345681,1,44.94444444444445,72.0,190.0,206.66666666666669,83.33333333333333,115.1111111111111,428.57239057239053,91.55555555555559,428.59464026336707,85.0,3.33,basic03,quiz03
129,130,0,932.9446064139943,208.0,6875.0,9375.0,7500.0,5925.925925925926,15802.469135802472,13827.16049382716,9876.543209876543,2222.2222222222217,1234.567901234568,0.0,0,42.44444444444445,66.0,190.0,153.33333333333334,93.33333333333334,116.44444444444446,881.2289562289562,36.888888888888886,881.2525164383803,75.0,0.0,basic02,quiz03
130,131,0,0.0,80.0,6250.0,8125.0,3125.0,23703.703703703704,23703.703703703704,9876.543209876543,17777.777777777774,2716.0493827160485,1481.4814814814815,0.0,0,26.611111111111114,10.0,140.0,253.33333333333334,113.33333333333333,87.77777777777777,585.6039304610734,165.55555555555557,585.6415087491737,80.0,0.0,basic02,quiz03
131,132,0,1599.3336109954184,352.0,8125.0,9375.0,7500.0,25679.012345679013,7901.234567901236,9876.543209876543,1975.308641975309,1111.1111111111109,2839.5061728395067,1975.308641975309,6,57.30952380952381,112.57142857142857,200.0,153.33333333333334,160.0,157.52380952380952,738.2794612794613,-4.190476190476176,738.2969103862332,86.67,6.67,basic01,basic04
132,133,0,1399.4169096209912,176.0,10625.0,1250.0,5625.0,19753.086419753086,3950.617283950618,19753.086419753086,3950.617283950618,1358.0246913580243,2469.135802469136,370.3703703703704,3,42.27777777777778,82.0,140.0,160.00000000000003,113.33333333333334,111.77777777777779,608.6154744726173,48.22222222222224,608.6391275606593,85.0,10.0,basic01,quiz03
133,134,0,1665.972511453561,496.0,4375.0,8750.0,4375.0,27654.32098765432,11851.851851851852,9876.543209876543,9876.543209876543,1604.9382716049383,1111.1111111111109,0.0,0,54.801587301587304,133.42857142857144,140.0,200.0,73.33333333333334,115.58730158730161,854.245447674019,84.41269841269839,854.2636953206519,93.33,0.0,basic01,quiz03
134,135,0,533.1112036651396,608.0,2500.0,8125.0,3125.0,27654.32098765432,11851.851851851852,11851.851851851852,23703.703703703704,123.45679012345681,617.283950617284,864.1975308641975,7,43.492063492063494,98.85714285714286,110.0,253.33333333333331,43.33333333333333,84.06349206349206,1059.4436026936028,169.26984126984127,1059.4665953943327,93.33,3.33,basic01,quiz01
135,136,0,1865.8892128279886,272.0,3750.0,0.0,1875.0,13827.16049382716,27654.32098765432,11851.851851851852,23703.703703703704,0.0,2962.962962962963,987.6543209876545,8,43.05555555555556,114.0,45.0,260.0,106.66666666666667,88.55555555555556,963.5998763141619,171.44444444444446,963.6231021206135,93.33,0.0,basic02,quiz01
136,137,0,2199.0837151187006,512.0,625.0,5000.0,625.0,0.0,7901.234567901236,1975.308641975309,1975.308641975309,246.91358024691363,2098.7654320987654,2098.7654320987654,7,49.57142857142857,158.28571428571428,50.0,40.0,120.0,109.42857142857143,855.6986703772417,-69.42857142857143,855.7188432879045,94.29,0.0,mid,basic01
137,138,0,533.1112036651396,112.0,5000.0,11875.0,0.0,21728.395061728388,13827.16049382716,21728.395061728388,25679.012345679013,2098.7654320987654,1481.4814814814815,2345.6790123456794,9,35.04761904761905,36.85714285714286,135.0,280.0,160.0,110.61904761904763,775.5701745344603,169.38095238095235,775.5987071431559,95.0,0.0,basic02,basic03
138,139,0,1266.1391087047064,112.0,8125.0,0.0,3750.0,23703.703703703704,21728.395061728388,19753.086419753086,27654.32098765432,1234.567901234568,1975.308641975309,2469.135802469136,0,39.51587301587302,68.28571428571428,95.0,313.3333333333333,153.33333333333334,105.53968253968253,555.6936026936028,207.79365079365078,555.7189089800056,93.33,0.0,basic04,basic02
139,140,0,466.47230320699714,608.0,9375.0,7500.0,8125.0,17777.777777777774,11851.851851851852,7901.234567901236,7901.234567901236,2962.962962962963,3456.79012345679,2098.7654320987654,7,55.5,96.0,200.0,153.33333333333334,229.99999999999997,175.33333333333334,478.3056929842643,-22.0,478.3237110022823,93.33,20.0,quiz02,mid
140,141,0,866.3057059558517,272.0,6875.0,4375.0,5625.0,27654.32098765432,15802.469135802472,21728.395061728388,1975.308641975309,1728.395061728395,1234.567901234568,1358.0246913580243,1,40.841269841269835,71.14285714285714,135.0,226.66666666666666,116.66666666666666,107.6031746031746,634.2475091046518,119.06349206349206,634.2719941415737,93.33,6.67,basic01,basic04
141,142,0,1665.972511453561,512.0,11250.0,11250.0,6250.0,25679.012345679013,17777.777777777774,13827.16049382716,25679.012345679013,740.7407407407408,740.7407407407408,2839.5061728395067,3,67.74603174603175,135.42857142857144,230.0,280.0,116.66666666666667,160.6984126984127,458.42401910259053,119.30158730158729,458.4387801147742,90.0,20.0,basic02,quiz02
142,143,0,999.5835068721366,176.0,1250.0,625.0,2500.0,5925.925925925926,3950.617283950618,15802.469135802472,23703.703703703704,987.6543209876545,1481.4814814814815,1604.9382716049383,3,27.54761904761905,64.85714285714286,35.0,166.66666666666669,110.0,69.95238095238095,699.7474747474748,96.71428571428574,699.7837755253487,80.0,5.0,basic04,basic02
143,144,0,466.47230320699714,320.0,1875.0,8750.0,3125.0,7901.234567901236,19753.086419753086,7901.234567901236,5925.925925925926,1975.308641975309,2592.5925925925926,3580.2469135802476,9,36.833333333333336,60.0,110.0,140.0,220.0,130.0,735.9027520098948,10.0,735.9299013311618,96.67,15.0,quiz03,basic01
144,145,0,733.0279050395667,208.0,4375.0,7500.0,10000.0,19753.086419753086,21728.395061728388,19753.086419753086,19753.086419753086,0.0,1975.308641975309,123.45679012345681,1,40.579365079365076,57.42857142857143,175.0,273.33333333333337,56.66666666666667,96.36507936507938,818.8259465402325,176.96825396825398,818.8505896069253,80.0,0.0,basic03,quiz01
145,146,0,1999.1670137442732,48.0,625.0,10000.0,3125.0,19753.086419753086,11851.851851851852,0.0,11851.851851851852,1234.567901234568,987.6543209876545,740.7407407407408,6,40.26190476190476,91.71428571428571,110.0,146.66666666666669,80.0,93.90476190476191,649.3450663093519,52.76190476190477,649.3699036836866,85.71,0.0,mid,basic03
146,147,0,599.7501041232821,80.0,2500.0,6875.0,8750.0,19753.086419753086,23703.703703703704,15802.469135802472,9876.543209876543,493.82716049382725,1358.0246913580243,2962.962962962963,4,33.5952380952381,35.714285714285715,145.0,233.33333333333337,130.0,103.57142857142857,582.06734006734,129.76190476190482,582.0971061906567,80.0,10.0,quiz03,end
147,148,0,466.47230320699714,496.0,5625.0,6250.0,625.0,1975.308641975309,23703.703703703704,15802.469135802472,13827.16049382716,2716.0493827160485,2222.2222222222217,1358.0246913580243,1,40.83333333333333,82.0,100.0,186.66666666666666,169.99999999999997,117.33333333333333,821.6419123204837,69.33333333333333,821.6664021164021,80.0,5.0,basic02,basic03
148,149,0,1799.250312369846,784.0,7500.0,4375.0,11250.0,7901.234567901236,19753.086419753086,7901.234567901236,11851.851851851852,246.91358024691363,2469.135802469136,2962.962962962963,4,71.39682539682539,175.14285714285714,185.0,160.0,153.33333333333334,171.15873015873015,771.9696969696968,-11.158730158730151,771.9837031946856,98.0,6.67,end,quiz01
149,150,0,1865.8892128279886,640.0,6250.0,1250.0,0.0,17777.777777777774,5925.925925925926,11851.851851851852,9876.543209876543,864.1975308641975,1234.567901234568,2962.962962962963,4,54.38888888888889,160.0,60.0,153.33333333333334,136.66666666666669,118.8888888888889,761.498591355734,34.44444444444444,761.5169774640077,80.0,0.0,quiz03,basic03
150,151,0,2132.444814660558,288.0,9375.0,3125.0,3750.0,21728.395061728388,17777.777777777774,9876.543209876543,15802.469135802472,370.3703703703704,493.82716049382725,370.3703703703704,3,51.468253968253975,127.42857142857143,130.0,220.0,33.333333333333336,96.92063492063492,670.5434446505875,123.07936507936508,670.5628741031704,91.43,10.0,mid,quiz03
151,152,0,1665.972511453561,560.0,6250.0,2500.0,3125.0,17777.777777777774,17777.777777777774,27654.32098765432,21728.395061728388,2962.962962962963,2962.962962962963,493.82716049382725,4,57.801587301587304,141.42857142857144,95.0,286.66666666666663,173.33333333333334,136.5873015873016,715.4040404040404,150.07936507936503,715.4213409669952,93.33,13.33,basic03,quiz03
152,153,0,1865.8892128279886,240.0,10000.0,2500.0,11250.0,23703.703703703704,27654.32098765432,13827.16049382716,17777.777777777774,740.7407407407408,1728.395061728395,1604.9382716049383,3,57.166666666666664,110.0,190.0,280.0,110.0,136.66666666666666,945.6668040953756,143.33333333333334,945.6842968067458,93.33,20.0,basic02,quiz01
153,154,0,1932.528113286131,352.0,2500.0,1875.0,5625.0,13827.16049382716,25679.012345679013,0.0,0.0,493.82716049382725,1234.567901234568,2839.5061728395067,3,47.158730158730165,126.85714285714286,80.0,133.33333333333334,123.33333333333334,110.06349206349206,795.8548065690921,23.26984126984128,795.8760115505798,86.67,0.0,basic02,basic04
154,155,0,1066.222407330279,0.0,10000.0,6250.0,8750.0,21728.395061728388,21728.395061728388,3950.617283950618,5925.925925925926,1851.8518518518513,3333.3333333333335,2098.7654320987654,7,42.48412698412699,45.714285714285715,200.0,180.0,196.66666666666666,147.46031746031747,746.2145949288806,32.53968253968253,746.2381331317575,90.0,0.0,quiz02,end
155,156,0,133.2778009162849,304.0,8750.0,9375.0,9375.0,15802.469135802472,25679.012345679013,7901.234567901236,3950.617283950618,2098.7654320987654,1481.4814814814815,3086.419753086419,5,43.42857142857143,43.714285714285715,220.0,180.0,180.0,147.9047619047619,847.3046622689479,32.0952380952381,847.3276885847374,86.67,5.71,basic02,mid
156,157,0,133.2778009162849,656.0,6875.0,1875.0,5625.0,5925.925925925926,23703.703703703704,21728.395061728388,9876.543209876543,2592.5925925925926,987.6543209876545,123.45679012345681,1,41.92857142857143,87.71428571428571,115.0,206.66666666666666,100.0,100.90476190476191,638.6300247371676,105.76190476190474,638.6538748223464,82.0,3.33,end,quiz03
157,158,0,1599.3336109954184,192.0,3125.0,10000.0,2500.0,23703.703703703704,13827.16049382716,3950.617283950618,13827.16049382716,1728.395061728395,1234.567901234568,3086.419753086419,5,45.753968253968246,92.57142857142857,125.0,186.66666666666666,163.33333333333331,126.96825396825396,917.2345220916649,59.698412698412696,917.2563781194185,83.33,13.33,quiz03,basic03
158,159,0,733.0279050395667,32.0,625.0,1250.0,6875.0,15802.469135802472,13827.16049382716,0.0,15802.469135802472,3086.419753086419,2962.962962962963,246.91358024691363,2,25.357142857142854,35.42857142857143,70.0,153.33333333333334,169.99999999999997,91.8095238095238,723.4638047138046,61.52380952380955,723.503241333523,83.33,0.0,quiz01,basic03
